Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
862972,Columbia (historical),Populated Place,Elko County,Nevada,Maggie Summit,1948,41.6782368,-116.0781477,None,8/1/1990,null,null,null,null,32007,32
854790,Columbia (historical),Populated Place,Esmeralda County,Nevada,Goldfield,1702,37.7243773,-117.2311898,None,6/1/1990,null,null,null,null,32009,32
855998,Columbus,Populated Place,Esmeralda County,Nevada,Columbus,1390,38.1102073,-118.0192767,None,12/12/1980,14165,U6,null,null,32009,32
855999,Como,Populated Place,Lyon County,Nevada,Como,2169,39.1724144,-119.4765561,None,12/12/1980,14230,U6,null,null,32019,32
848033,Comstock (historical),Populated Place,Storey County,Nevada,Virginia City,1640,39.2701899,-119.6615675,None,1/1/1991,null,null,null,null,32029,32
856000,Comus,Populated Place,Humboldt County,Nevada,Red House Flat West,1335,41.0004587,-117.3270616,None,12/12/1980,14400,U6,null,null,32013,32
845413,Contact,Populated Place,Elko County,Nevada,Contact,1631,41.769357,-114.7525374,1/1/1962,12/12/1980,14500,U6,null,null,32007,32
862876,Cooper (historical),Populated Place,White Pine County,Nevada,Majors Place,1999,39.0985543,-114.5841736,None,5/1/1990,null,null,null,null,32033,32
854409,Copper Basin,Populated Place,Lander County,Nevada,Galena Canyon,1621,40.6029668,-117.0464925,None,12/12/1980,14630,U6,null,null,32015,32
846650,Copper Camp (historical),Populated Place,Clark County,Nevada,Ireteba Peaks,528,35.5430463,-114.7619198,None,10/1/1990,null,null,null,null,32003,32
846669,Copper City (historical),Populated Place,Clark County,Nevada,Gold Butte,1085,36.3166485,-114.2119126,None,10/1/1990,null,null,null,null,32003,32
850961,Copper Flat,Populated Place,White Pine County,Nevada,Ruth,2157,39.2610498,-114.9880772,None,5/1/1990,15100,U6,null,null,32033,32
847909,Copper Hill (historical),Populated Place,Mineral County,Nevada,Gillis Canyon,1270,38.8332529,-118.7120848,None,1/1/1991,null,null,null,null,32021,32
856634,Copper Run,Populated Place,Mineral County,Nevada,Buckbrush Spring,1978,38.8207517,-118.8893122,None,10/1/1991,null,null,null,null,32021,32
856002,Coppereid (historical),Populated Place,Churchill County,Nevada,Fondaway Canyon,1309,39.8488037,-118.219026,None,12/12/1980,14760,U6,null,null,32001,32
859338,Copperfield,Populated Place,Washoe County,Nevada,Reno NW,1656,39.6315755,-119.9449199,None,12/12/1980,14900,U6,null,null,32031,32
848365,Copperfield (historical),Populated Place,Mineral County,Nevada,Indian Head Peak,1602,38.5915886,-118.3690162,None,3/1/1991,null,null,null,null,32021,32
850934,Coral Hill (historical),Populated Place,Elko County,Nevada,Te-Moak Well,1629,40.6402039,-115.7258965,None,4/1/1990,null,null,null,null,32007,32
847619,Cordero,Populated Place,Humboldt County,Nevada,Cordero Mine,1451,41.9143356,-117.8148665,None,12/1/1990,15300,U6,null,null,32013,32
851427,Corn Creek (historical),Populated Place,Clark County,Nevada,Corn Creek Springs NW,870,36.4207981,-115.3816781,None,6/1/1990,null,null,null,null,32003,32
848326,Cornish Camp (historical),Populated Place,Pershing County,Nevada,Cornish Peak,1536,40.0276913,-118.0259665,None,2/1/1991,null,null,null,null,32027,32
852155,Cornucopia (historical),Populated Place,Elko County,Nevada,Cornucopia Ridge,1892,41.5349031,-116.292318,None,8/1/1990,null,null,null,null,32007,32
839715,Cortez,Populated Place,Lander County,Nevada,Cortez,1869,40.1410312,-116.6034164,None,12/12/1980,15430,U6,null,null,32015,32
856637,Corwin,Populated Place,Eureka County,Nevada,West of Railroad Pass,1771,40.0215937,-115.8989488,None,10/1/1991,null,null,null,null,32011,32
847983,Coryville (historical),Populated Place,Mineral County,Nevada,Lucky Boy,1827,38.4857558,-118.7190249,None,1/1/1991,null,null,null,null,32021,32
857947,Cosgrave,Populated Place,Pershing County,Nevada,Cosgrave,1315,40.796571,-118.015694,None,12/12/1980,15560,U6,null,null,32027,32
858321,Cottonwood (historical),Populated Place,Elko County,Nevada,White Flats,1628,40.6332567,-115.867568,None,7/1/1990,null,null,null,null,32007,32
857705,Coyote (historical),Populated Place,Lincoln County,Nevada,Coyote Spring,1592,38.0332925,-114.8647309,None,5/1/1992,null,null,null,null,32017,32
856003,Coyote Hole,Populated Place,Esmeralda County,Nevada,Rhyolite Ridge,2015,37.7971525,-117.8053757,None,1/1/2000,16200,U6,null,null,32009,32
857706,Cradlebaugh (historical),Populated Place,Douglas County,Nevada,Genoa,1419,39.0432416,-119.7810125,None,5/1/1992,null,null,null,null,32005,32
854415,Crescent (historical),Populated Place,Clark County,Nevada,Crescent Peak,1322,35.4897096,-115.1788741,None,12/12/1980,null,null,null,null,32003,32
849563,Crescent Valley,Populated Place,Eureka County,Nevada,Crescent Valley,1468,40.4160278,-116.5764745,None,1/1/1990,16300,U5,null,null,32011,32
855709,Cressid,Populated Place,Churchill County,Nevada,Ocala,1188,39.9296334,-118.7120968,None,7/1/1991,null,null,null,null,32001,32
859420,Crestline,Populated Place,Lincoln County,Nevada,Dow Mountain,1825,37.663579,-114.1260919,None,12/12/1980,16500,U6,null,null,32017,32
856004,Crossroads,Populated Place,Lincoln County,Nevada,Islen,1721,37.5657995,-114.2560929,None,12/12/1980,16550,U6,null,null,32017,32
856005,Crows Nest,Populated Place,Nye County,Nevada,Crows Nest,1451,38.3516033,-115.6633661,None,12/12/1980,16600,U6,null,null,32023,32
1765047,Crystal,Populated Place,Nye County,Nevada,Amargosa Flat,729,36.4916226,-116.1675362,1/1/1997,11/7/1997,16680,U6,null,null,32023,32
856006,Crystal (historical),Populated Place,Clark County,Nevada,Arrow Canyon SE,616,36.5013593,-114.762777,None,12/12/1980,16650,U6,null,null,32003,32
859430,Crystal Bay,Populated Place,Washoe County,Nevada,Kings Beach,1943,39.2260181,-120.0040787,None,12/12/1980,16700,U5,null,null,32031,32
853478,Crystal Peak (historical),Populated Place,Washoe County,Nevada,Verdi,1481,39.5251871,-119.9965894,None,5/1/1991,null,null,null,null,32031,32
858593,Crystal Springs,Populated Place,Lincoln County,Nevada,Hiko,1164,37.5316266,-115.2339104,None,10/1/1991,null,null,null,null,32017,32
854728,Cuprite (historical),Populated Place,Esmeralda County,Nevada,Ralston,1474,37.5282659,-117.1870195,None,1/1/1990,null,null,null,null,32009,32
856007,Currant,Populated Place,Nye County,Nevada,Currant,1578,38.7421572,-115.4747502,None,12/12/1980,16850,U6,null,null,32023,32
856224,Currie,Populated Place,Elko County,Nevada,Currie,1769,40.266597,-114.7430821,None,12/12/1980,16900,U6,null,null,32007,32
857709,Curtis (historical),Populated Place,Lander County,Nevada,Vigus Butte NW,1658,39.7471439,-117.1614851,None,5/1/1992,null,null,null,null,32015,32
859448,Danville (historical),Populated Place,Nye County,Nevada,Danville,2281,38.769377,-116.5184026,None,12/12/1980,17165,U6,null,null,32023,32
859453,Darroughs Hot Springs,Populated Place,Nye County,Nevada,Carvers,1701,38.8202085,-117.1806431,None,12/12/1980,17230,U6,null,null,32023,32
856008,Darwin,Populated Place,Lyon County,Nevada,Hazen,1240,39.5893577,-119.1021082,None,12/12/1980,17300,U6,null,null,32019,32
856009,Daveytown,Populated Place,Humboldt County,Nevada,Awakening Peak,1284,41.2949007,-117.9031936,1/1/1960,12/12/1980,17400,U6,null,null,32013,32
856629,Davis Station,Populated Place,Lyon County,Nevada,Silver Springs South,1284,39.2796405,-119.2165461,None,10/1/1991,null,null,null,null,32019,32
856226,Dayton,Populated Place,Lyon County,Nevada,Dayton,1340,39.2371353,-119.5929521,None,12/12/1980,17500,U5,null,null,32019,32
863152,Dean (historical),Populated Place,Lander County,Nevada,Mount Lewis,2164,40.4251935,-116.8562062,None,10/1/1990,null,null,null,null,32015,32
856010,Decoy,Populated Place,Elko County,Nevada,Decoy,1703,40.6716022,-114.4878106,None,12/12/1980,17700,U6,null,null,32007,32
856011,Deep Creek,Populated Place,Elko County,Nevada,Deep Creek,1749,41.5671264,-116.1487033,1/1/1987,12/12/1980,17800,U6,null,null,32007,32
846123,Deep Hole,Populated Place,Washoe County,Nevada,Godeys Rock,1197,40.7190678,-119.4832464,None,12/1/1990,null,null,null,null,32031,32
854425,Deer Lodge (historical),Populated Place,Lincoln County,Nevada,Deer Lodge Canyon,2098,37.9307962,-114.0738662,None,12/12/1980,null,null,null,null,32017,32
845424,Deeth,Populated Place,Elko County,Nevada,Deeth,1628,41.065476,-115.2747787,None,12/12/1980,17900,U6,null,null,32007,32
859508,Del Monte,Populated Place,Mineral County,Nevada,Aurora,2110,38.2943633,-118.9301413,None,12/12/1980,18350,U6,null,null,32021,32
857958,Delamar,Populated Place,Lincoln County,Nevada,Delamar,1812,37.4580195,-114.7700032,None,12/12/1980,18250,U6,null,null,32017,32
854719,Delano (historical),Populated Place,Elko County,Nevada,Dry Canyon,1951,41.6676963,-114.2736312,None,1/1/1990,null,null,null,null,32007,32
856228,Delaplain,Populated Place,Elko County,Nevada,Jackpot,1592,41.9315785,-114.6558687,None,12/12/1980,18300,U6,null,null,32007,32
857513,Delmues (historical),Populated Place,Lincoln County,Nevada,Condor Canyon,1559,37.8666303,-114.3169312,None,5/1/1990,null,null,null,null,32017,32
845425,Denio,Populated Place,Humboldt County,Nevada,Denio,1282,41.9898955,-118.6343404,None,12/12/1980,18500,U5,null,null,32013,32
856012,Denio Junction,Populated Place,Humboldt County,Nevada,Wilder Creek Ranch,1287,41.9515625,-118.6248951,None,12/12/1980,18555,U6,null,null,32013,32
859515,Desert View Point,Populated Place,Clark County,Nevada,Angel Peak,2484,36.3121858,-115.5861267,None,12/12/1980,18610,U6,null,null,32003,32
856013,Dewitt Mill,Populated Place,Lander County,Nevada,Snow Gulch,2182,40.6340769,-117.1081615,None,12/12/1980,18665,U6,null,null,32015,32
858323,Diamond City (historical),Populated Place,Eureka County,Nevada,Rattlesnake Mountain,1919,39.7377053,-115.8608883,None,7/1/1990,null,null,null,null,32011,32
846414,Diessner (historical),Populated Place,Washoe County,Nevada,Mosquito Valley,1737,41.8518371,-119.8138289,None,11/1/1990,null,null,null,null,32031,32
856232,Dike,Populated Place,Clark County,Nevada,Valley,674,36.3013591,-115.0133356,None,12/12/1980,18720,U6,null,null,32003,32
845151,Dinner Station,Populated Place,Elko County,Nevada,Dinner Station,1817,41.0999142,-115.866187,None,12/12/1980,18775,U6,null,null,32007,32
852372,Divide,Populated Place,Storey County,Nevada,Virginia City,1912,39.2979678,-119.655179,None,3/1/1991,null,null,null,null,32029,32
856526,Divide (historical),Populated Place,Esmeralda County,Nevada,Mount Butte,1761,38.0024332,-117.2578603,None,10/1/1990,null,null,null,null,32009,32
856014,Dixie,Populated Place,Churchill County,Nevada,Dixie Hot Springs,1112,39.8738043,-118.0159648,1/1/1959,12/12/1980,18830,U6,null,null,32001,32
856015,Dixie Valley,Populated Place,Churchill County,Nevada,Dixie Valley,1047,39.6876953,-118.0806866,1/1/1959,12/12/1980,18900,U6,null,null,32001,32
856016,Dodge,Populated Place,Washoe County,Nevada,Wadsworth,1268,39.6707449,-119.3121158,None,12/12/1980,19000,U6,null,null,32031,32
857966,Dolly Varden,Populated Place,Elko County,Nevada,Dolly Varden,1704,40.5446536,-114.5353049,None,12/12/1980,19100,U6,null,null,32007,32
858394,Double Springs (historical),Populated Place,Douglas County,Nevada,Double Spring,1814,38.7915737,-119.5982257,None,1/1/1991,null,null,null,null,32005,32
859547,Douglas,Populated Place,White Pine County,Nevada,Douglas,1765,38.8543857,-115.1444637,None,12/12/1980,19200,U6,null,null,32033,32
859549,Downeyville (historical),Populated Place,Nye County,Nevada,Downeyville,1473,38.9107581,-117.8990037,None,12/12/1980,null,null,null,null,32023,32
845434,Dresslerville,Populated Place,Douglas County,Nevada,Gardnerville,1492,38.8979626,-119.716842,None,12/12/1980,19500,U6,null,null,32005,32
863140,Dry Creek,Populated Place,Elko County,Nevada,Green Mountain,1753,40.4424293,-115.6192234,None,7/1/1990,null,null,null,null,32007,32
840180,Dry Lake,Populated Place,Clark County,Nevada,Dry Lake,639,36.4566369,-114.843056,None,12/12/1980,19700,U6,null,null,32003,32
845826,Duckwater,Populated Place,Nye County,Nevada,Duckwater,1674,38.9324325,-115.7144847,None,12/12/1980,20100,U6,null,null,32023,32
854852,Duluth (historical),Populated Place,Nye County,Nevada,Midas Spring,1953,39.0768691,-117.7462187,None,10/1/1990,null,null,null,null,32023,32
856017,Dun Glen (historical),Populated Place,Pershing County,Nevada,Dun Glen,1605,40.7418494,-117.9220791,None,12/12/1980,20400,U6,null,null,32027,32
845443,Dunphy,Populated Place,Eureka County,Nevada,Dunphy,1414,40.7088008,-116.5300883,None,12/12/1980,20500,U6,null,null,32011,32
847911,Dutch Creek (historical),Populated Place,Mineral County,Nevada,Copper Canyon,1290,38.6346427,-118.7543058,None,1/1/1991,null,null,null,null,32021,32
852078,Dutton (historical),Populated Place,Elko County,Nevada,Hot Lake,1570,41.1893498,-116.7387149,None,8/1/1990,null,null,null,null,32007,32
859604,Dyer,Populated Place,Esmeralda County,Nevada,Dyer,1486,37.6675,-118.0663889,None,12/12/1980,20700,U5,null,null,32009,32
856018,Dyke,Populated Place,Humboldt County,Nevada,Dyke Canyon,1262,41.5746209,-118.5723882,None,12/12/1980,20830,U6,null,null,32013,32
863264,Eagle Station (historical),Populated Place,Carson City,Nevada,Carson City,1425,39.1637985,-119.7649034,None,5/1/1992,null,null,null,null,32510,32
858636,Eagleville (historical),Populated Place,Churchill County,Nevada,Chukar Canyon,1409,39.1499244,-118.3009643,1/1/1959,1/1/1990,null,null,null,null,32001,32
854763,Eagleville (historical),Populated Place,Mineral County,Nevada,Big Kasock Mountain,1695,39.0260374,-118.2529064,None,3/1/1990,null,null,null,null,32021,32
848174,East Belmont (historical),Populated Place,Nye County,Nevada,Belmont East,2228,38.5824335,-116.8611874,None,1/1/1991,null,null,null,null,32023,32
859617,East Ely,Populated Place,White Pine County,Nevada,East Ely,1961,39.2549393,-114.8691846,None,12/12/1980,20900,U6,null,null,32033,32
847319,East Las Vegas,Populated Place,Clark County,Nevada,Las Vegas SE,505,36.0944186,-115.0419404,None,12/12/1980,21500,U3,null,null,32003,32
856573,East Rochester (historical),Populated Place,Pershing County,Nevada,Rochester,1960,40.289354,-118.1601391,None,3/1/1991,null,null,null,null,32027,32
854435,Eastgate,Populated Place,Churchill County,Nevada,Eastgate,1553,39.3054789,-117.8790074,None,12/12/1980,21000,U6,null,null,32001,32
851468,Eastland Heights,Populated Place,Clark County,Nevada,Las Vegas NW,650,36.1921913,-115.188058,None,6/1/1990,null,null,null,null,32003,32
848209,Eastline,Populated Place,Elko County,Nevada,Wendover,1337,40.7352081,-114.0458439,None,12/12/1980,null,null,null,null,32007,32
859639,Eberhardt,Populated Place,White Pine County,Nevada,Treasure Hill,2199,39.1949331,-115.4805905,None,12/12/1980,21630,U6,null,null,32033,32
856019,Eccles,Populated Place,Lincoln County,Nevada,Eccles,1403,37.6152429,-114.4316566,None,12/12/1980,21700,U6,null,null,32017,32
863076,Echo,Populated Place,Elko County,Nevada,Bull Run Reservoir,2005,41.6807357,-116.172595,None,11/1/1991,null,null,null,null,32007,32
849519,Echo Bay,Populated Place,Clark County,Nevada,Echo Bay,387,36.309146,-114.4274766,None,1/1/1990,21900,U6,null,null,32003,32
848271,Eden (historical),Populated Place,Nye County,Nevada,Kawich Peak,2431,37.9402151,-116.4197755,None,2/1/1991,null,null,null,null,32023,32
859651,Edgewood,Populated Place,Douglas County,Nevada,South Lake Tahoe,1913,38.9607412,-119.9418474,None,12/12/1980,22000,U6,null,null,32005,32
854824,Edwards Creek Station (historical),Populated Place,Churchill County,Nevada,Clan Alpine Ranch,1598,39.5168653,-117.7551156,None,10/1/1990,null,null,null,null,32001,32
858269,Egan (historical),Populated Place,White Pine County,Nevada,Egan Canyon,1935,39.860767,-114.9361391,None,12/1/1989,null,null,null,null,32033,32
851964,Elaine (historical),Populated Place,Elko County,Nevada,Chase Spring,1727,40.7402061,-114.7750363,None,8/1/1990,null,null,null,null,32007,32
864212,Elbow Stage Station (historical),Populated Place,Lyon County,Nevada,The Elbow,1761,38.4249166,-119.021811,None,3/1/1990,null,null,null,null,32019,32
856020,Elburz,Populated Place,Elko County,Nevada,Ryndon,1587,40.929089,-115.5050629,None,12/12/1980,22100,U6,null,null,32007,32
851490,Eldorado Canyon (historical),Populated Place,Clark County,Nevada,Fire Mountain,218,35.7077651,-114.7116426,None,6/1/1990,null,null,null,null,32003,32
845450,Elgin,Populated Place,Lincoln County,Nevada,Elgin,1037,37.3519112,-114.5358261,None,12/12/1980,22300,U6,null,null,32017,32
862594,Elk Point,Populated Place,Douglas County,Nevada,South Lake Tahoe,1913,38.9860192,-119.9565699,None,1/1/1990,null,null,null,null,32005,32
845452,Elko,Populated Place,Elko County,Nevada,Elko West,1545,40.8324211,-115.7631232,1/1/1943,12/12/1980,22500,P1,null,null,32007,32
858359,Ellendale (historical),Populated Place,Nye County,Nevada,Yellow Cone,2012,38.0985469,-116.7570077,None,10/1/1990,null,null,null,null,32023,32
856021,Ellison,Populated Place,Humboldt County,Nevada,Ellison,1353,40.8487956,-117.0984418,None,12/12/1980,23100,U6,null,null,32013,32
859668,Ellsworth (historical),Populated Place,Nye County,Nevada,Ellsworth,2140,38.9729811,-117.754829,None,12/12/1980,null,null,null,null,32023,32
859671,Ely,Populated Place,White Pine County,Nevada,Ely,1962,39.2474393,-114.8886296,None,12/12/1980,23500,P1,null,null,32033,32
846657,Emerald City (historical),Populated Place,Clark County,Nevada,Fourth of July Mountain,1023,35.4597136,-114.8696992,None,10/1/1990,null,null,null,null,32003,32
856240,Empire,Populated Place,Carson City,Nevada,New Empire,1408,39.1849106,-119.7132348,None,12/12/1980,23750,U6,null,null,32510,32
845454,Empire,Populated Place,Washoe County,Nevada,Empire,1232,40.5757352,-119.34213,None,12/12/1980,23700,U5,null,null,32031,32
1867345,Enterprise,Populated Place,Clark County,Nevada,Las Vegas SW,778,36.0252503,-115.2419419,None,5/15/2000,23770,U5,null,null,32003,32
856022,Erie,Populated Place,Clark County,Nevada,Hidden Valley,951,35.8705328,-115.2369375,None,12/12/1980,23800,U6,null,null,32003,32
852722,Esmeralda (historical),Populated Place,Mineral County,Nevada,Aurora,2244,38.2865872,-118.8815295,None,3/1/1991,null,null,null,null,32021,32
856241,Etna,Populated Place,Lincoln County,Nevada,Caliente,1289,37.5552423,-114.5713847,None,12/12/1980,23850,U6,null,null,32017,32
856023,Eunice Place,Populated Place,Eureka County,Nevada,Eureka,2021,39.5640953,-115.9053331,None,12/12/1980,null,null,null,null,32011,32
840384,Eureka,Populated Place,Eureka County,Nevada,Eureka,1975,39.5127066,-115.9606129,None,12/12/1980,23900,U5,null,null,32011,32
857343,Eureka (historical),Populated Place,Lyon County,Nevada,New Empire,1372,39.2004676,-119.6376759,None,10/1/1991,null,null,null,null,32019,32
863015,Excelsior (historical),Populated Place,Elko County,Nevada,Bull Run Reservoir,1922,41.7043465,-116.1689842,None,8/1/1990,null,null,null,null,32007,32
2585382,Exploration Peak Park,Populated Place,Clark County,Nevada,Blue Diamond SE,817,36.014892,-115.267956,None,3/24/2010,null,null,null,null,32003,32
862965,Fair Play (historical),Populated Place,Elko County,Nevada,Ruby Valley School,1849,40.6110371,-115.2714378,None,8/1/1990,null,null,null,null,32007,32
852076,Fairlawn (historical),Populated Place,Elko County,Nevada,Midas,1571,41.1721274,-116.7759379,None,8/1/1990,null,null,null,null,32007,32
852132,Fairview (historical),Populated Place,Humboldt County,Nevada,Pole Creek,1463,40.9257362,-117.527345,None,8/1/1990,null,null,null,null,32013,32
840412,Fallon,Populated Place,Churchill County,Nevada,Fallon,1207,39.4735288,-118.7773743,None,12/12/1980,24100,P1,null,null,32001,32
851650,Farmer Station,Populated Place,Nye County,Nevada,Scottys Junction,1208,37.2510426,-117.0039589,None,6/1/1990,null,null,null,null,32023,32
850109,Farrell (historical),Populated Place,Pershing County,Nevada,Rocky Canyon,1547,40.524348,-118.729049,None,2/1/1990,null,null,null,null,32027,32
856024,Farrier,Populated Place,Clark County,Nevada,Farrier,536,36.8127483,-114.6538809,None,12/12/1980,24565,U6,null,null,32003,32
856025,Fay (historical),Populated Place,Lincoln County,Nevada,Deer Lodge Canyon,2111,37.908019,-114.0699775,None,12/12/1980,24630,U6,null,null,32017,32
856026,Fenelon,Populated Place,Elko County,Nevada,Holborn,1878,41.2021447,-114.6630899,None,12/12/1980,24800,U6,null,null,32007,32
863167,Ferguson (historical),Populated Place,Lincoln County,Nevada,Delamar,1861,37.4585751,-114.7638919,None,10/1/1990,null,null,null,null,32017,32
840446,Fernley,Populated Place,Lyon County,Nevada,Fernley West,1268,39.6079683,-119.2518349,None,12/12/1980,24900,P1,null,null,32019,32
856786,Fiddlers Green,Populated Place,Carson City,Nevada,Dayton,1898,39.1546342,-119.6126737,None,10/1/1991,null,null,null,null,32510,32
858452,Fillmore (historical),Populated Place,Churchill County,Nevada,Desert Peak,1286,39.8118548,-118.9959957,None,3/1/1991,null,null,null,null,32001,32
858376,Fish Lake (historical),Populated Place,Esmeralda County,Nevada,Rhyolite Ridge SW,1436,37.871875,-117.9495479,None,1/1/1991,null,null,null,null,32009,32
857990,Fitting,Populated Place,Pershing County,Nevada,Fitting,1484,40.3362983,-118.1051377,None,12/12/1980,null,null,null,null,32027,32
858393,Five Mile House (historical),Populated Place,Washoe County,Nevada,Virginia City,1940,39.366301,-119.6665703,None,1/1/1991,null,null,null,null,32031,32
840501,Flanigan,Populated Place,Washoe County,Nevada,Flanigan,1221,40.1707382,-119.8865896,None,12/12/1980,25100,U6,null,null,32031,32
857277,Flat Nose,Populated Place,Lincoln County,Nevada,Rose Valley,1577,37.8932965,-114.3005417,None,10/1/1991,null,null,null,null,32017,32
859725,Fleish,Populated Place,Washoe County,Nevada,Mount Rose NW,1514,39.4812982,-119.9938109,None,12/12/1980,25165,U6,null,null,32031,32
859726,Fletcher,Populated Place,Mineral County,Nevada,Aurora,1865,38.356864,-118.8984742,None,12/12/1980,25230,U6,null,null,32021,32
845834,Florence Hill,Populated Place,Esmeralda County,Nevada,Goldfield,1747,37.7077108,-117.2186892,None,12/12/1980,25400,U6,null,null,32009,32
853015,Flowers Camp,Populated Place,Nye County,Nevada,Jefferson,2462,38.6646546,-116.9181351,None,4/1/1991,null,null,null,null,32023,32
852375,Flowery City (historical),Populated Place,Storey County,Nevada,Flowery Peak,1497,39.3160242,-119.5935099,None,3/1/1991,null,null,null,null,32029,32
851861,Fluorine (historical),Populated Place,Nye County,Nevada,Beatty Mountain,1303,36.8863358,-116.6970027,None,7/1/1990,null,null,null,null,32023,32
854819,Foltz (historical),Populated Place,Pershing County,Nevada,Buffalo Mountain,1619,40.2490767,-118.1823615,None,11/1/1990,null,null,null,null,32027,32
851653,Forks Station,Populated Place,Esmeralda County,Nevada,Stonewall Pass,1424,37.4957659,-117.1661853,None,6/1/1990,null,null,null,null,32009,32
848379,Formanville (historical),Populated Place,Storey County,Nevada,Virginia City,1832,39.2815791,-119.6432335,None,3/1/1991,null,null,null,null,32029,32
863773,Fort Callville (historical),Populated Place,Clark County,Nevada,Hoover Dam,367,36.1133128,-114.688872,None,1/1/1990,null,null,null,null,32003,32
859759,Franktown,Populated Place,Washoe County,Nevada,Washoe City,1546,39.2715761,-119.8407415,None,12/12/1980,25625,U6,null,null,32031,32
848248,Frazier Wells (historical),Populated Place,Nye County,Nevada,Rays,1890,38.1602106,-117.2353618,None,2/1/1991,null,null,null,null,32023,32
858320,Freiburg (historical),Populated Place,Lincoln County,Nevada,Worthington Peak,1901,37.9230033,-115.5844769,None,7/1/1990,null,null,null,null,32017,32
857995,Frenchman,Populated Place,Churchill County,Nevada,Frenchman,1267,39.2793679,-118.2701317,1/1/1959,12/12/1980,25700,U6,null,null,32001,32
857572,Frisbie (historical),Populated Place,Lander County,Nevada,Tenabo,1537,40.2726965,-116.693699,None,3/1/1991,null,null,null,null,32015,32
859778,Gabbs,Populated Place,Nye County,Nevada,Gabbs,1440,38.8688134,-117.9220602,None,12/12/1980,25900,U5,null,null,32023,32
854456,Galena (historical),Populated Place,Lander County,Nevada,Antler Peak,1877,40.5643557,-117.1301057,None,12/12/1980,null,null,null,null,32015,32
856028,Galt,Populated Place,Lincoln County,Nevada,Vigo,688,37.01747,-114.6058256,None,12/12/1980,26200,U6,null,null,32017,32
859798,Gardnerville,Populated Place,Douglas County,Nevada,Gardnerville,1448,38.9412959,-119.7496216,None,12/12/1980,26300,U5,null,null,32005,32
1867346,Gardnerville Ranchos,Populated Place,Douglas County,Nevada,Gardnerville,1481,38.8882398,-119.7412875,None,5/15/2000,26500,U5,null,null,32005,32
855032,Garfield (historical),Populated Place,Mineral County,Nevada,Mable Mountain,2250,38.4513123,-118.3140143,None,1/1/1991,null,null,null,null,32021,32
845843,Garnet,Populated Place,Clark County,Nevada,Dry Lake,679,36.3885822,-114.8711103,None,12/12/1980,26600,U6,null,null,32003,32
856029,Gemfield,Populated Place,Esmeralda County,Nevada,Montezuma Peak,1860,37.7396548,-117.2950812,None,12/12/1980,27000,U6,null,null,32009,32
846977,Geneva (historical),Populated Place,Lander County,Nevada,Austin,2192,39.3971495,-117.0467548,None,10/1/1990,null,null,null,null,32015,32
859807,Genoa,Populated Place,Douglas County,Nevada,Genoa,1465,39.0043524,-119.8471238,None,12/12/1980,27100,U5,null,null,32005,32
856030,Gerald (historical),Populated Place,Eureka County,Nevada,Palisade,1467,40.5835282,-116.249523,None,12/12/1980,27200,U6,null,null,32011,32
845471,Gerlach,Populated Place,Washoe County,Nevada,Gerlach,1202,40.6515682,-119.3551865,None,12/12/1980,27300,U5,null,null,32031,32
856731,Getchell,Populated Place,Humboldt County,Nevada,Adam Peak,1710,41.2179556,-117.2551179,None,10/1/1991,null,null,null,null,32013,32
852758,Geyser (historical),Populated Place,Lincoln County,Nevada,Mount Grafton,1824,38.6746721,-114.6308358,None,3/1/1991,null,null,null,null,32017,32
856031,Gilbert (historical),Populated Place,Esmeralda County,Nevada,Gilbert,1887,38.1960397,-117.6967672,None,12/12/1980,27430,U6,null,null,32009,32
856032,Gilpin,Populated Place,Storey County,Nevada,Fernley West,1264,39.5979681,-119.3357272,None,12/12/1980,27560,U6,null,null,32029,32
863827,Glassand,Populated Place,Clark County,Nevada,Overton,397,36.5569189,-114.4647032,None,12/12/1980,27700,U6,null,null,32003,32
858440,Glen Hamilton (historical),Populated Place,Nye County,Nevada,Ione,2125,38.974928,-117.5064874,None,2/1/1991,null,null,null,null,32023,32
863755,Glenbrook,Populated Place,Douglas County,Nevada,Glenbrook,1908,39.0893525,-119.9390724,None,12/12/1980,27900,U5,null,null,32005,32
858456,Glencoe (historical),Populated Place,White Pine County,Nevada,Blue Mass Canyon,2279,39.6627191,-114.2069478,None,4/1/1991,null,null,null,null,32033,32
856254,Glendale,Populated Place,Washoe County,Nevada,Vista,1340,39.520467,-119.7404658,None,12/12/1980,null,null,null,null,32031,32
845472,Glendale,Populated Place,Clark County,Nevada,Moapa East,463,36.6652502,-114.5691536,None,12/12/1980,27990,U6,null,null,32003,32
856033,Glenn,Populated Place,White Pine County,Nevada,McGill,1861,39.4863263,-114.8302973,None,12/12/1980,28300,U6,null,null,32033,32
856255,Golconda,Populated Place,Humboldt County,Nevada,Golconda,1342,40.9532359,-117.4892882,None,12/12/1980,28500,U5,null,null,32013,32
845475,Gold Acres,Populated Place,Lander County,Nevada,Tenabo,1651,40.262141,-116.7325891,None,12/12/1980,28555,U6,null,null,32015,32
856034,Gold Bar (historical),Populated Place,Nye County,Nevada,Bullfrog Mountain,1560,36.9379988,-116.8933955,None,12/12/1980,28610,U6,null,null,32023,32
